state,latitude,longitude,stars,open,alcohol,noiseLevel,attire,priceRange,delivery,ambience,parking,dietaryRestrictions,waiterService,smoking,caters,recommendedFor,goodForGroups,goodForKids,outdoorSeating
AZ,1,1,4.0,True,none,,,2.0,,,['lot'],,,,,,,,False
NV,1,1,4.0,True,none,,,1.0,,,[],,,,,,,,False
WI,3,2,2.0,True,none,,,1.0,,,[],,,,,,,,False
NV,1,1,4.5,True,none,,,1.0,,,[],,,,,,,,False
NV,1,1,2.0,True,none,,,1.0,,,[],,,,,,,,False
NV,1,1,4.0,True,none,,,2.0,,,['garage'],,,,,,,,False
AZ,1,1,2.5,True,none,,,2.0,,,['lot'],,,,,,,,False
AZ,1,1,4.5,True,none,,,1.0,,,['lot'],,,,,,,,False
NC,1,2,3.0,True,none,,,1.0,,,[],,,,,,,,False
PA,2,2,1.0,True,none,,,2.0,,,['lot'],,,,,,,,False
NV,1,1,3.5,True,none,,,2.0,,,[],,,,,,,,False
NV,1,1,2.5,False,none,,,1.0,,,['lot'],,,,,,,,False
NV,1,1,2.5,True,none,,,1.0,,,['lot'],,,,,,,,False
AZ,1,1,2.5,True,none,,,1.0,,,['lot'],,,,,,,,False
AZ,1,1,3.5,True,none,,,,,,,,,,False,,,,False
AZ,1,1,2.5,True,none,,,2.0,,,[],,,,,,,,True
PA,2,2,3.5,True,none,,,,,,,,True,,,,,,False
WI,3,2,4.0,True,full_bar,average,casual,2.0,False,[],['lot'],,False,no,False,['dinner'],True,,False
AZ,1,1,2.5,True,full_bar,very_loud,casual,1.0,False,['casual'],"['garage', 'street']",,True,no,False,[],True,,False
NC,1,2,3.0,False,full_bar,average,casual,2.0,False,['casual'],['lot'],,True,outdoor,,"['lunch', 'dinner']",True,,True
NV,1,1,3.0,True,full_bar,average,casual,2.0,False,['casual'],"['validate', 'lot']",,True,outdoor,False,['latenight'],True,,True
IL,2,2,3.0,True,full_bar,average,casual,2.0,False,['trendy'],['street'],,True,no,False,['dinner'],False,,True
AZ,1,1,3.5,False,full_bar,average,casual,2.0,False,['casual'],['lot'],,True,no,True,"['lunch', 'dinner']",True,False,False
AZ,1,1,4.0,False,full_bar,average,casual,1.0,False,['casual'],['lot'],,True,,,"['lunch', 'dinner']",True,True,True
QC,3,2,4.0,True,full_bar,average,casual,2.0,False,['casual'],['street'],,True,,False,['latenight'],True,,True
NV,1,1,3.5,True,beer_and_wine,average,casual,1.0,False,['casual'],"['garage', 'street', 'lot', 'valet']",,False,,False,"['lunch', 'dinner']",True,,False
QC,3,2,4.0,True,none,loud,casual,1.0,False,['casual'],['street'],,False,,False,['lunch'],False,,True
NV,1,1,3.5,False,none,loud,casual,1.0,True,['casual'],['lot'],,True,,False,['latenight'],True,,True
NV,1,1,4.0,True,none,average,casual,2.0,True,['casual'],['lot'],,True,,True,['lunch'],True,,True
WI,3,2,2.5,True,full_bar,average,casual,2.0,True,['trendy'],['street'],,False,,True,"['lunch', 'dinner']",True,,False
AZ,1,1,3.5,True,none,quiet,casual,1.0,True,['casual'],['lot'],,False,,True,['lunch'],True,,True
QC,3,2,4.0,True,beer_and_wine,average,casual,2.0,False,['casual'],['street'],,True,,False,['lunch'],True,,True
NV,1,1,4.0,True,none,average,casual,1.0,False,[],[],,True,,False,[],True,,True
NC,1,2,4.5,True,full_bar,loud,dressy,2.0,False,['classy'],"['garage', 'street', 'lot', 'valet']",,False,,True,['dinner'],True,,True
NC,1,2,2.0,True,none,very_loud,casual,1.0,False,[],['lot'],,False,,False,['brunch'],True,,True
NV,1,1,2.5,True,none,quiet,casual,1.0,False,[],[],,False,,True,[],True,,False
NC,1,2,3.5,True,none,quiet,casual,1.0,False,['casual'],['lot'],,True,,False,['lunch'],False,,True
WI,3,2,3.5,True,full_bar,average,casual,1.0,False,['casual'],['lot'],,False,,,['dinner'],True,True,False
AZ,1,1,4.0,False,none,average,casual,1.0,True,['casual'],['lot'],,True,,True,['lunch'],True,,False
AZ,1,1,3.0,True,none,quiet,casual,1.0,False,[],['lot'],,True,,False,['lunch'],True,,False
AZ,1,1,4.0,True,none,average,casual,1.0,False,"['divey', 'casual']",['street'],,False,,True,['lunch'],True,,False
AZ,1,1,3.5,True,none,average,casual,1.0,False,[],[],,False,,True,['lunch'],True,,False
AZ,1,1,4.0,True,none,average,casual,1.0,False,[],[],,True,,True,[],True,,True
AZ,1,1,3.5,False,none,average,casual,2.0,False,['casual'],['lot'],,True,,False,"['lunch', 'dinner']",True,,False
NV,1,1,3.0,False,full_bar,average,casual,1.0,False,[],['lot'],,False,,False,"['lunch', 'dinner']",True,,False
NC,1,2,2.5,True,none,quiet,casual,1.0,False,[],['lot'],,False,,True,['lunch'],True,,False
QC,3,2,3.0,True,beer_and_wine,average,casual,2.0,False,['casual'],['street'],,False,,False,['lunch'],True,,False
NC,1,2,3.0,False,beer_and_wine,average,casual,1.0,False,"['divey', 'casual']","['street', 'lot']",,,,,"['lunch', 'dinner']",True,,False
NV,1,1,4.0,True,full_bar,average,,2.0,,['intimate'],"['lot', 'valet']",,False,yes,,,True,,True
WI,3,2,4.0,True,none,quiet,casual,1.0,False,['divey'],"['street', 'lot']",,False,,True,"['lunch', 'dinner']",False,,False
AZ,1,1,2.5,True,none,,casual,1.0,False,[],[],,False,,,[],True,,False
AZ,1,1,2.0,True,none,average,casual,1.0,False,[],[],,False,,,[],True,,False
AZ,1,1,3.5,True,none,average,casual,1.0,False,[],[],,False,,True,[],False,,False
WI,3,2,3.5,False,none,,casual,1.0,False,[],"['street', 'lot']",,False,,,"['lunch', 'dinner']",True,,False
AZ,1,1,4.0,True,none,quiet,casual,1.0,False,[],['street'],,False,,True,['breakfast'],True,,False
NV,1,1,2.0,True,none,average,casual,1.0,False,[],['lot'],,False,,False,['lunch'],False,,False
AZ,1,1,1.5,True,beer_and_wine,very_loud,casual,3.0,False,[],['lot'],,False,,False,['lunch'],True,,False
AZ,1,1,3.5,False,none,quiet,casual,3.0,False,[],['lot'],,False,,False,[],False,,True
QC,3,2,3.0,True,none,loud,casual,2.0,True,[],['street'],,,,True,[],True,,True
EDH,5,5,3.0,False,none,average,casual,2.0,,[],[],,False,,,[],True,,False
NV,1,1,3.0,True,none,quiet,casual,1.0,False,['casual'],[],,True,,True,['lunch'],True,,True
EDH,5,5,4.5,True,full_bar,average,casual,2.0,False,[],[],,False,,True,[],True,,True
NC,1,2,4.0,True,none,average,casual,1.0,False,[],['lot'],,False,,True,['lunch'],True,,False
AZ,1,1,2.5,True,none,average,casual,1.0,False,[],[],,False,,False,['lunch'],True,,False
NV,1,1,2.5,True,none,average,casual,2.0,True,['casual'],['lot'],,False,,True,"['latenight', 'dinner']",False,,False
AZ,1,1,3.5,True,none,quiet,casual,1.0,False,['casual'],[],,True,,True,[],False,,False
AZ,1,1,4.5,False,full_bar,average,casual,2.0,False,['casual'],['lot'],,False,,True,"['lunch', 'dinner']",True,,False
AZ,1,1,4.0,True,none,quiet,casual,1.0,False,['casual'],[],,True,,False,['dessert'],True,,False
NC,1,2,3.5,False,full_bar,quiet,casual,2.0,True,[],['lot'],,False,,True,[],True,,False
NV,1,1,3.5,True,none,loud,casual,1.0,False,[],[],,True,,True,[],True,,False
AZ,1,1,3.0,False,full_bar,average,casual,2.0,True,['casual'],['street'],,True,,True,['dinner'],False,,True
NV,1,1,3.5,True,none,loud,casual,2.0,False,[],[],,False,,True,['brunch'],True,,False
NV,1,1,4.0,True,none,quiet,casual,1.0,False,['casual'],['lot'],,False,,True,['lunch'],False,,False
NC,1,2,4.5,True,none,average,casual,1.0,False,['casual'],[],,True,,True,['brunch'],True,,True
WI,3,2,4.0,True,beer_and_wine,quiet,casual,2.0,False,['casual'],['lot'],,False,,True,['lunch'],True,,False
NV,1,1,4.0,False,none,quiet,casual,1.0,False,[],['lot'],,True,,False,['lunch'],True,,False
PA,2,2,4.0,True,full_bar,average,dressy,3.0,False,[],[],,True,,True,[],True,,False
AZ,1,1,4.5,True,beer_and_wine,average,casual,1.0,False,[],[],,True,,True,['brunch'],True,,True
AZ,1,1,3.0,True,full_bar,quiet,casual,3.0,False,[],[],,False,,,[],True,,True
AZ,1,1,4.0,True,beer_and_wine,average,casual,1.0,False,[],[],,True,,,['lunch'],True,,False
QC,3,2,2.5,True,full_bar,average,casual,2.0,False,"['touristy', 'casual']",['street'],,,,False,"['latenight', 'lunch']",True,,True
EDH,5,5,3.5,True,full_bar,average,dressy,2.0,,['trendy'],['street'],,,outdoor,,[],True,,True
NC,1,2,3.5,True,full_bar,quiet,casual,2.0,False,[],[],,False,,,['dinner'],True,,True
AZ,1,1,3.0,True,none,quiet,casual,1.0,False,['casual'],['lot'],,True,,False,['lunch'],True,,False
AZ,1,1,4.0,False,beer_and_wine,average,casual,2.0,True,['casual'],['lot'],,True,,,"['lunch', 'dinner']",True,,False
EDH,5,5,4.0,True,full_bar,average,casual,3.0,False,['upscale'],['street'],,True,,False,['dinner'],True,,False
NV,1,1,5.0,True,none,quiet,casual,1.0,False,['casual'],[],,True,,,['brunch'],True,,False
QC,3,2,3.5,True,none,loud,casual,3.0,False,['trendy'],['street'],,True,,,['dinner'],True,,False
NV,1,1,3.5,False,full_bar,loud,dressy,3.0,False,"['trendy', 'upscale']","['garage', 'valet']",,True,,,['dinner'],True,,True
NV,1,1,4.5,False,none,quiet,casual,1.0,False,[],[],,False,,,['lunch'],True,,False
AZ,1,1,3.0,True,none,,casual,1.0,True,[],[],,,,True,[],True,,False
NV,1,1,4.0,True,full_bar,average,,1.0,,['divey'],['lot'],,False,yes,,,True,,False
NV,1,1,4.5,True,none,,casual,1.0,False,[],[],,,,,[],True,,True
NV,1,1,2.0,True,none,,casual,1.0,False,[],[],,False,,,[],False,,False
AZ,1,1,1.5,True,none,,casual,1.0,False,[],,,False,,False,['lunch'],True,,True
NC,1,2,3.5,True,none,average,casual,1.0,False,[],[],,,,False,,True,,False
AZ,1,1,3.0,True,full_bar,loud,,1.0,,['divey'],['lot'],,,outdoor,,,True,,True
AZ,1,1,3.5,True,full_bar,average,,1.0,,['casual'],['lot'],,,outdoor,,,True,,True
PA,2,2,3.0,True,full_bar,very_loud,,1.0,,[],[],,False,no,,,True,,False
AZ,1,1,3.5,True,none,,casual,1.0,True,[],,,,,,[],True,,False
NC,1,2,4.0,True,none,,casual,1.0,False,[],,,,,,[],True,,False
AZ,1,1,2.5,True,none,,casual,1.0,False,['casual'],,,False,,False,[],False,,True
AZ,1,1,4.0,False,none,,casual,1.0,False,,[],,False,,,[],True,,True
NV,1,1,3.0,True,none,,casual,1.0,False,,[],,False,,,[],True,,False
NC,1,2,4.0,True,none,,casual,1.0,False,,['lot'],,True,,,[],True,,False
QC,3,2,3.5,True,full_bar,,casual,2.0,False,,['street'],,True,,,[],True,,True
NV,1,1,2.0,False,none,,casual,2.0,,,[],,False,,,[],False,,False
NC,1,2,3.0,True,none,average,casual,1.0,False,,[],,False,,,[],True,,False
NV,1,1,2.0,True,none,average,casual,1.0,True,,,,,,False,[],False,,False
NC,1,2,3.0,True,none,,,1.0,False,[],[],,,,,,,,False
NV,1,1,3.5,True,none,,casual,2.0,False,,,,True,,,[],True,,False
NV,1,1,2.5,True,full_bar,,casual,2.0,False,,,,,,,[],False,,False
AZ,1,1,4.0,True,none,,casual,1.0,False,,,,,,,[],True,,True
NV,1,1,3.5,True,none,,casual,1.0,False,,,,,,,[],True,,False
NV,1,1,1.5,True,none,,casual,2.0,False,,,,,,False,[],True,,False
AZ,1,1,2.0,True,none,,casual,1.0,False,,,,,,,[],True,,False
AZ,1,1,2.0,True,none,,casual,1.0,False,,,,False,,,[],True,,False
AZ,1,1,3.5,True,none,,casual,2.0,,,[],,False,,,,,,False
AZ,1,1,2.0,True,none,average,,,,,[],,,,,,,,False
AZ,1,1,4.0,True,none,,casual,1.0,False,,,,,,,,False,,True
AZ,1,1,3.5,True,none,,,2.0,,,['lot'],,False,,,,,,False
AZ,1,1,3.5,True,none,,casual,1.0,False,,,,,,,,True,,False
PA,2,2,4.5,True,none,,,1.0,,,[],,,,,,,,True
AZ,1,1,4.5,True,none,,,1.0,,,[],,,,,,,,False
AZ,1,1,4.0,True,none,,,2.0,False,,"['garage', 'street', 'valet']",,,,,,,,False
NC,1,2,4.0,True,none,,,1.0,,,[],,,,,,,,True
AZ,1,1,4.0,True,none,,,2.0,,,[],,,,,,,,False
AZ,1,1,4.0,True,none,,,2.0,,,['lot'],,,,,,,,False
WI,3,2,3.5,False,none,,,2.0,,,['street'],,,,,,,,False
AZ,1,1,3.5,False,none,,,2.0,,,['lot'],,,,,,,,False
AZ,1,1,4.0,True,none,,,2.0,True,,['lot'],,,,,,,,False
AZ,1,1,3.5,True,none,,,2.0,,,['lot'],,,,,,,,False
AZ,1,1,4.5,True,none,,,1.0,,,[],,,,True,,,,False
NC,1,2,3.5,True,none,,,2.0,,,['lot'],,,,,,,,False
NC,1,2,4.0,True,none,,,1.0,,,['lot'],,,,,,,,False
AZ,1,1,3.0,True,none,,,2.0,,,[],,,,,,,,False
NV,1,1,4.0,True,none,,,2.0,,,[],,,,,,,,False
AZ,1,1,3.5,True,none,,,1.0,,,['lot'],,,,,,,,False
NC,1,2,4.5,True,none,,,2.0,,,['lot'],,,,,,,,False
NC,1,2,2.5,True,none,,,1.0,,,[],,,,,,,,False
EDH,5,5,3.5,True,none,,,2.0,,,[],,,,,,,,False
NV,1,1,4.5,False,none,,,1.0,,,[],,,,,,,,False
PA,2,2,3.5,True,none,,,3.0,,,['lot'],,,,,,,,False
WI,3,2,5.0,True,none,,,2.0,,,['lot'],,,,,,,,False
NV,1,1,4.5,True,none,,,1.0,,,['lot'],,,,,,,,False
EDH,5,5,2.5,True,none,,,2.0,,,[],,,,,,,,False
EDH,5,5,5.0,True,none,,,2.0,,,,,,,,,,,True
NV,1,1,3.5,True,none,,,,,,,,True,,,,,,False
PA,2,2,3.5,True,full_bar,average,casual,2.0,False,['trendy'],['street'],,True,no,,['lunch'],True,,False
EDH,5,5,4.0,True,full_bar,average,casual,2.0,False,['casual'],['street'],[],True,,,"['lunch', 'dinner']",True,True,True
QC,3,2,4.5,True,full_bar,average,casual,3.0,False,['intimate'],['street'],,True,no,False,['dinner'],False,,False
AZ,1,1,3.5,True,full_bar,average,casual,2.0,False,['divey'],[],,True,outdoor,,[],True,,False
AZ,1,1,3.0,True,full_bar,average,casual,2.0,False,[],['lot'],,False,no,True,[],True,,True
WI,3,2,3.5,True,full_bar,average,casual,1.0,False,[],,,True,outdoor,False,[],True,,True
AZ,1,1,3.0,False,full_bar,quiet,casual,2.0,False,['casual'],['lot'],,True,,True,"['lunch', 'dinner']",True,True,True
AZ,1,1,3.5,True,full_bar,quiet,casual,3.0,False,['casual'],['lot'],,False,,True,['dinner'],True,,False
AZ,1,1,3.5,True,none,quiet,casual,1.0,False,[],['lot'],,False,,True,['lunch'],True,,True
AZ,1,1,3.5,True,none,average,casual,1.0,False,[],[],,True,,False,['lunch'],True,True,False
QC,3,2,4.0,True,none,average,casual,2.0,False,['casual'],['street'],,True,,False,['dinner'],True,,True
QC,3,2,4.0,True,beer_and_wine,average,casual,2.0,False,['casual'],"['garage', 'street', 'validate']",,False,,False,['brunch'],True,,False
NC,1,2,2.5,True,beer_and_wine,average,casual,1.0,False,['casual'],['lot'],,True,,True,[],True,,True
WI,3,2,3.0,True,full_bar,average,casual,2.0,False,['casual'],['lot'],,False,,True,['lunch'],True,,False
AZ,1,1,3.5,True,none,quiet,casual,1.0,True,[],['lot'],,True,,True,['lunch'],True,True,False
PA,2,2,3.0,True,full_bar,quiet,casual,2.0,True,['casual'],['street'],,False,,True,['dinner'],True,,False
PA,2,2,3.5,True,none,average,casual,1.0,True,['casual'],['street'],,True,,True,"['lunch', 'dinner']",True,,False
NC,1,2,4.0,True,none,average,casual,1.0,False,['casual'],['lot'],,False,,False,['brunch'],True,,True
AZ,1,1,2.0,True,none,average,casual,1.0,False,[],[],,True,,True,[],True,,False
NC,1,2,3.0,True,full_bar,average,casual,2.0,False,['casual'],['street'],,True,,False,['lunch'],True,,True
QC,3,2,4.0,True,none,quiet,casual,2.0,False,['casual'],['street'],,False,,False,"['lunch', 'dinner']",True,,False
QC,3,2,4.5,True,none,average,casual,2.0,False,[],['street'],,True,,False,[],False,,False
QC,3,2,3.5,True,beer_and_wine,average,casual,2.0,False,['casual'],['street'],,True,,False,['dinner'],True,,True
WI,3,2,2.5,True,none,average,casual,1.0,False,[],['lot'],,True,,False,[],True,,True
NV,1,1,3.0,True,full_bar,average,casual,2.0,True,['casual'],['lot'],,True,,True,"['latenight', 'lunch']",True,,False
AZ,1,1,4.5,False,none,quiet,casual,1.0,False,[],['lot'],,True,,True,"['lunch', 'dinner']",True,,False
WI,3,2,3.5,True,full_bar,quiet,casual,2.0,False,['casual'],['street'],,False,,True,"['lunch', 'dinner']",True,,True
NC,1,2,3.5,True,none,quiet,casual,1.0,True,['casual'],['lot'],,False,,True,['dinner'],True,,False
NV,1,1,3.5,False,none,average,casual,1.0,True,[],['street'],,False,,,[],True,,True
AZ,1,1,4.5,False,none,quiet,casual,1.0,True,['casual'],['lot'],,True,,True,"['lunch', 'breakfast', 'brunch']",True,,True
AZ,1,1,4.5,True,none,average,casual,2.0,True,['casual'],"['validate', 'lot']",,True,,True,"['lunch', 'dinner']",True,,False
AZ,1,1,3.0,True,full_bar,average,casual,2.0,False,['casual'],['lot'],,True,,True,['dinner'],True,,True
PA,2,2,3.0,True,beer_and_wine,quiet,casual,2.0,False,['casual'],['street'],,True,,True,['dinner'],True,,True
NV,1,1,4.5,True,full_bar,average,casual,2.0,False,[],[],,True,,False,[],True,,False
NC,1,2,2.5,True,beer_and_wine,average,casual,2.0,False,[],[],,True,,False,[],True,,False
AZ,1,1,2.0,True,none,quiet,casual,1.0,False,['casual'],[],,True,,False,['breakfast'],True,,False
AZ,1,1,3.0,False,none,average,casual,1.0,False,[],['lot'],,False,,False,"['latenight', 'breakfast']",True,,False
AZ,1,1,3.5,True,none,quiet,casual,1.0,False,['casual'],['lot'],,True,,True,['lunch'],True,,False
AZ,1,1,4.0,False,full_bar,average,casual,3.0,False,"['classy', 'trendy']",['lot'],,False,,,['dinner'],True,False,True
AZ,1,1,4.0,True,none,average,casual,1.0,False,[],[],,False,,True,['lunch'],True,,False
NV,1,1,2.0,True,none,average,casual,1.0,False,[],[],,True,,False,['lunch'],True,,False
QC,3,2,4.0,True,full_bar,average,casual,3.0,False,"['romantic', 'classy']",['street'],,False,,,['dinner'],True,,False
AZ,1,1,4.0,True,none,average,casual,1.0,False,['casual'],['lot'],,False,,True,['lunch'],True,,False
NC,1,2,3.0,True,none,average,casual,1.0,True,[],['lot'],,True,,True,"['lunch', 'dinner']",True,,True
PA,2,2,4.0,False,none,quiet,casual,1.0,True,['casual'],['street'],,False,,,"['lunch', 'dinner']",True,,False
NC,1,2,2.5,True,none,average,casual,1.0,False,['casual'],[],,True,,True,['lunch'],True,,True
PA,2,2,2.0,True,full_bar,average,casual,2.0,False,['casual'],['lot'],,False,,False,['brunch'],True,,False
NV,1,1,3.0,True,none,quiet,casual,1.0,False,[],[],,False,,True,[],False,,False
NC,1,2,4.0,False,none,average,casual,1.0,False,['casual'],[],,False,,False,"['lunch', 'dinner']",False,,False
PA,2,2,3.5,True,none,average,casual,1.0,True,[],[],,True,,False,['lunch'],True,,False
PA,2,2,3.5,True,full_bar,average,casual,3.0,False,['classy'],['lot'],,True,,True,['dinner'],True,,False
NV,1,1,3.0,False,none,average,casual,2.0,False,['casual'],[],,True,,False,[],True,,True
QC,3,2,4.5,True,none,quiet,casual,1.0,True,['casual'],['street'],,False,,True,"['lunch', 'dinner']",True,,False
NC,1,2,2.0,True,none,average,casual,2.0,False,['casual'],[],,True,,False,[],True,,False
NC,1,2,4.0,True,none,average,casual,1.0,True,['casual'],[],,True,,True,['lunch'],True,,False
AZ,1,1,4.0,True,beer_and_wine,quiet,casual,2.0,True,['casual'],[],,True,,True,['brunch'],True,,True
NV,1,1,2.5,True,full_bar,quiet,casual,2.0,False,[],[],,False,,False,['breakfast'],False,,False
AZ,1,1,3.5,True,none,average,casual,1.0,False,['casual'],['lot'],,True,,True,['lunch'],True,,True
AZ,1,1,3.0,False,beer_and_wine,quiet,casual,2.0,False,[],['lot'],,True,,,"['lunch', 'dinner']",True,,False
NC,1,2,3.5,False,full_bar,average,casual,2.0,True,['casual'],['lot'],,True,,,"['lunch', 'dinner']",True,,True
AZ,1,1,3.0,False,full_bar,average,dressy,3.0,False,[],[],,True,,,[],True,,True
QC,3,2,4.0,True,none,average,casual,2.0,False,['casual'],['street'],,True,,False,['breakfast'],True,,True
NC,1,2,4.0,True,beer_and_wine,quiet,casual,2.0,True,[],[],,True,,False,[],True,,False
NC,1,2,4.5,True,beer_and_wine,quiet,casual,2.0,False,['casual'],[],,False,,,[],True,,False
AZ,1,1,3.5,False,none,average,casual,1.0,True,[],['lot'],,False,,True,"['latenight', 'lunch', 'dinner']",True,,False
AZ,1,1,3.0,True,none,quiet,casual,1.0,False,[],[],,True,,True,[],True,,False
AZ,1,1,3.0,True,full_bar,quiet,casual,2.0,False,[],[],,False,,False,['breakfast'],True,,True
WI,3,2,4.0,True,none,quiet,casual,1.0,False,[],[],,False,,,[],False,,False
AZ,1,1,4.5,True,none,average,casual,1.0,False,[],[],,,,,['brunch'],True,,False
WI,3,2,4.5,True,none,,casual,1.0,False,[],['lot'],,True,,,[],True,,True
QC,3,2,4.5,True,none,average,casual,1.0,False,[],['street'],,False,,,['lunch'],True,,False
AZ,1,1,4.0,False,none,average,casual,1.0,,"['intimate', 'hipster']",['garage'],,False,,,['lunch'],True,,True
AZ,1,1,3.0,False,none,average,casual,1.0,False,[],[],,,,,['lunch'],True,,True
NC,1,2,4.5,False,none,quiet,,2.0,,[],['lot'],,True,no,,,True,,False
AZ,1,1,3.5,True,full_bar,,casual,3.0,False,[],[],,,,,[],True,,False
AZ,1,1,3.0,True,none,quiet,casual,1.0,False,[],[],,True,,,['lunch'],True,,False
AZ,1,1,2.0,True,none,quiet,casual,1.0,False,[],[],,True,,,[],False,,False
NV,1,1,2.5,True,full_bar,loud,casual,2.0,False,[],"['garage', 'lot', 'valet']",,True,,,[],True,,False
NC,1,2,3.0,True,none,average,casual,1.0,False,['casual'],[],,False,,,[],False,,True
EDH,5,5,4.5,True,none,average,casual,1.0,False,[],[],,False,,,[],False,,False
AZ,1,1,3.5,False,none,quiet,casual,1.0,False,[],['lot'],,,,,['lunch'],True,,False
EDH,5,5,3.5,True,full_bar,average,casual,2.0,,[],[],,,outdoor,,,True,,True
QC,3,2,3.5,True,full_bar,loud,,1.0,,['casual'],['street'],,,outdoor,,,True,,True
PA,2,2,4.0,True,full_bar,loud,,1.0,,['divey'],['street'],,,yes,,,True,,False
AZ,1,1,3.5,True,full_bar,average,,1.0,,['divey'],['lot'],,,outdoor,,,True,,True
NV,1,1,3.5,True,full_bar,average,,1.0,,['divey'],['lot'],,,yes,,,True,,False
QC,3,2,3.5,True,full_bar,loud,,2.0,,['hipster'],[],,False,outdoor,,,True,,True
NV,1,1,3.0,True,none,,casual,1.0,False,[],,,,,,[],True,,False
NC,1,2,2.5,True,full_bar,loud,,3.0,,['casual'],['street'],,,outdoor,,,True,,True
ON,3,2,3.0,True,full_bar,average,,1.0,,[],[],,False,yes,,,True,,True
NV,1,1,2.5,False,none,,casual,1.0,False,,[],,True,,,['breakfast'],True,,True
AZ,1,1,3.5,True,none,,casual,2.0,False,[],,,False,,False,,True,,False
AZ,1,1,4.5,False,none,,casual,1.0,,,['lot'],,True,,,['dessert'],True,,True
AZ,1,1,3.5,True,full_bar,average,casual,2.0,False,[],,,,,,,True,,True
NV,1,1,3.5,True,full_bar,average,,,,[],[],,,,,,False,,False
WI,3,2,4.0,True,full_bar,average,,1.0,,['casual'],,,,,,,True,,False
SC,1,2,4.0,True,none,,casual,1.0,False,,,,True,,,[],False,,False
NC,1,2,2.0,True,none,,casual,2.0,False,,[],,,,,,True,,False
AZ,1,1,3.0,True,none,,casual,1.0,False,,,,,,,[],False,,False
IL,2,2,2.0,True,none,,casual,1.0,,,,,,,,[],True,,False
AZ,1,1,2.5,True,none,,casual,1.0,False,,['lot'],,,,,,True,,False
NC,1,2,4.0,True,none,,,2.0,,[],,,,,,,,,False
PA,2,2,3.0,True,none,,,1.0,,,['street'],,,,,,,,False
AZ,1,1,2.5,True,none,,,1.0,,,[],,,,,,,,False
PA,2,2,4.0,True,none,,,2.0,,,['lot'],,,,,,,,True
AZ,1,1,4.0,False,none,,,1.0,,,['lot'],,,,,,,,False
QC,3,2,2.5,True,none,,,1.0,,,[],,,,,,,,False
NC,1,2,3.0,True,none,,,2.0,,,['street'],,,,,,,,False
QC,3,2,4.0,True,none,,,2.0,,,['street'],,,,,,,,False
AZ,1,1,4.0,False,none,,,,,,,,,,,[],,,False
NV,1,1,2.0,True,none,,,2.0,,,['garage'],,,,,,,,False
AZ,1,1,4.5,True,none,,,2.0,,,['lot'],,,,,,,,False
NV,1,1,3.5,True,none,,,1.0,,,[],,,,,,,,False
AZ,1,1,3.5,True,none,,,2.0,,,['lot'],,,,,,,,False
AZ,1,1,4.0,True,none,,,2.0,,,['lot'],,,,,,,,False
WI,3,2,3.5,True,none,,,2.0,,,['lot'],,,,,,,,False
AZ,1,1,3.0,False,none,,,2.0,,,['lot'],,,,,,,,False
NV,1,1,4.0,True,none,,,1.0,,,[],,,,,,,,False
NV,1,1,1.5,True,none,,,2.0,,,[],,,,,,,,False
AZ,1,1,4.0,False,none,,,2.0,,,[],,,,,,,,False
QC,3,2,4.5,True,none,,,2.0,False,,['street'],,,,,,,,False
NC,1,2,5.0,True,none,,,2.0,,,['lot'],,,,,,,,False
NV,1,1,3.5,True,none,,,2.0,,,[],,,,,,,,False
AZ,1,1,4.0,True,none,,,1.0,,,['lot'],,,,,,,,False
NV,1,1,4.0,True,none,,,1.0,,,['lot'],,,,,,,,False
AZ,1,1,3.0,True,none,,,2.0,,,[],,,,,,,,False
AZ,1,1,4.5,True,none,,,2.0,,,[],,,,,,,,False
AZ,1,1,2.5,True,none,,,1.0,,,[],,,,,,,,False
QC,3,2,4.5,True,none,,,2.0,,,['lot'],,,,,,,,False
NV,1,1,4.0,True,none,,,1.0,,,[],,,,,,,,False
NV,1,1,3.0,False,none,,,1.0,,,[],,,,,,,,False
PA,2,2,3.0,True,none,,,1.0,,,['lot'],,,,,,,,False
NV,1,1,4.5,True,none,,,1.0,,,['lot'],,,,,,,,False
NV,1,1,3.5,True,none,,,1.0,,,"['garage', 'lot', 'valet']",,,,,,,,False
PA,2,2,5.0,True,none,,,1.0,,,['street'],,,,,,,,False
NC,1,2,3.0,True,none,,casual,1.0,,,,,True,,,,False,,False
WI,3,2,2.5,True,full_bar,loud,casual,2.0,False,[],['lot'],,True,no,False,[],True,,True
EDH,5,5,4.0,True,full_bar,average,casual,2.0,False,['intimate'],['street'],,True,outdoor,False,[],True,,False
AZ,1,1,4.0,True,full_bar,quiet,casual,3.0,False,['classy'],['valet'],,True,outdoor,,[],True,,True
NV,1,1,3.5,True,full_bar,,casual,1.0,False,[],['lot'],,True,yes,,[],True,,False
WI,3,2,3.5,True,full_bar,average,casual,1.0,False,['casual'],['lot'],,True,outdoor,False,[],True,,False
NV,1,1,3.0,True,full_bar,average,casual,2.0,False,[],[],,True,yes,True,[],True,,False
NC,1,2,4.5,True,full_bar,average,casual,2.0,False,['casual'],['lot'],,False,outdoor,False,['lunch'],True,,False
AZ,1,1,3.5,False,none,average,casual,1.0,True,[],['lot'],,,,True,['lunch'],True,True,True
NV,1,1,4.0,True,full_bar,average,,1.0,False,[],[],,True,yes,,[],True,,False
